qid,idEtiqueta,idUsuario,fecha,tiempoClick,fechaCarga,cuentaWeb,cuentaYA,qid,idCategoria,titulo,idioma,body,estado,prioritario,seguidores
20151103075756AAgt9iy,3,34,"2016-08-26 23:19:52",1,"2016-08-26 20:18:54",0,0,20151103075756AAgt9iy," Business & Finance","
            Will everything go back on my card even though I used some cash too to buy a game?
        ",EN," I'm planning on buy a game and I'm going to pay half with cash and my card. If I were to return the game, would everything go back to my card or would they give whatever cash I paid and what I used on the card, back to the card? I'm new to using a card so I'm not sure on this. Any help would be nice thanks",1,1,0
20151103080410AAcDXr2,3,34,"2016-08-26 23:21:58",2,"2016-08-26 20:19:52",0,0,20151103080410AAcDXr2," Business & Finance","
            What is better for rebuilding abysmal credit... trying to stick it out or declaring bankruptcy and starting over?
        ",EN," My husband and I would like to try and buy a house in the future but my credit is abysmal. I feel like getting a mortgage will never be within reach what is faster  to bounce back from. .. trying to stick it out and find a way to make payments or declare bankruptcy and start over? Most of my debts are on the smaller side (very poor uneducated decisions from a desperate college student) Looking at my credit score most of the small credit card debts say charge off etc... I also have a few very small student loans that say charged off as well. I don t even get collection notices or bills and to be honest I didn t even remember some of the very small student loans. How do I go about fixing this? My largest loan is my car loan, which I have been paying off faithfully and never missed a payment on. I honestly don t even know where to start, and Idesperately want to fix my credit! I have a very small busget to work with. Any advice would be greatly appreciated!",1,1,0
20151103085124AA4Qt4z,1,34,"2016-08-30 13:49:23",3,"2016-08-26 20:21:58",0,0,20151103085124AA4Qt4z," Sports","
            I'm scared to play basketball for the first time , help?
        ",EN," I'm 14. I want to play basketball this January , I've never been on a basketball team before & most people that are gonna be on the team have been playing most of their lives. I don't want to be made fun of because I'm not as good as them. I've wanted to play all my life but never have because I'm too scared.",0,1,0
20151103094321AAodGAQ,3,34,"2016-08-30 13:50:05",1,"2016-08-30 10:49:23",0,0,20151103094321AAodGAQ," Computers & Internet","
            Are the files you put on Google Drive public?
        ",UK,,0,1,0
20151103095242AAfyjvE,3,34,"2016-08-30 13:50:41",3,"2016-08-30 10:50:05",0,0,20151103095242AAfyjvE," Home & Garden","
            What plant is this? Is it marijuana???
        ",EN,"I found this plant in the vineyard behind us is it marijuana and what type???",0,1,0
20151103104935AAtEF6C,3,34,"2016-08-30 13:51:39",9,"2016-08-30 10:50:41",0,0,20151103104935AAtEF6C," Entertainment & Music","
            Can someone briefly explain and describe what Doctor Who is all about?
        ",EN," I don't know too much about the character or series. I am genuinely curious. I know he's a time-travelling alien who uses a time-machine that looks like a British telephone booth called a TARDIS, but what is his purpose? I know he fights many enemies. What is the deal with there being more than one Doctor? He has 13 lives or incarnations and if so which one is the man one? Please help- thank you.
What is the reason for the regenerations? When one actor is really to leave he morphs into the next actor who will take his place?",0,1,0
20151103105651AAaS4uD,3,34,"2016-09-11 20:20:36",3,"2016-08-30 10:51:39",0,0,20151103105651AAaS4uD," Arts & Humanities","
            Could I get a job in acting in America even though I'm English.?
        ",UK," I'm British with an English accent, I'm going to move to America to fulfill my dream in becoming an actress, could I still get a job in acting with american actors and actresses even though I'm British and will it be harder for me? 
Is there any training the provide to help with my 'american accent'",0,1,0
20151103112052AAQpriT,1,34,"2016-09-11 20:21:02",1,"2016-09-11 17:20:36",0,0,20151103112052AAQpriT," Society & Culture","
            What is your favorite thing about November besides Thanksgiving?
        ",EN,,0,1,2
20151103113424AApUhna,3,34,"2016-09-12 00:39:06",802,"2016-09-11 17:21:02",0,0,20151103113424AApUhna," Politics & Government","
            Why do banks need to compete? Why can't we just have one bank of America owned by the people(the feds) where we place our money, get paid?
        ",EN,"interest, allow the government to use that money to give grants and to fund the military, etc?",0,1,0
20151103115951AAKYq4f,2,34,"2016-09-12 03:18:10",2,"2016-09-11 21:39:06",0,0,20151103115951AAKYq4f," Social Science","
            Are gold digging materialistic women rare or common these days?
        ",EN,"I'm talking about the ones that won't be with you or will leave you if your broke too  
 
Are these type of women rare these days or common",0,1,1
20151103123003AAoO6PO,1,34,"2016-09-12 03:18:23",2,"2016-09-12 00:18:10",0,0,20151103123003AAoO6PO," Sports","
            Hector Camacho vs Sean O' Grady, 15 rounds, who wins?
        ",EN,"circa 1982.",0,1,0
20151103123906AAEfhCv,3,34,"2016-09-12 03:19:30",3,"2016-09-12 00:18:23",0,0,20151103123906AAEfhCv," Family & Relationships","
            Can you get grounded at 18?
        ",EN,"I'm 18 and my parents just grounded me for 2 weeks along with my brother who is 16. I'm not saying what we did but we were out being bad bad boys. I can't afford to move out and also I don't think I'm mentally ready to become an adult but I don't think I should get grounded anymore.",0,1,2
20151103130016AA8Egbx,3,34,"2016-09-12 03:19:47",1,"2016-09-12 00:19:30",0,0,20151103130016AA8Egbx," Health","
            Is this a panic attack?
        ",AU," For about a year, once or twice a month I have woken up at night. When I wake up I usually go to the bathroom and get a drink. After I go back to bed and after a few minutes of trying to sleep my whole body feels tingly and my heart starts pounding and I can hear loud banging in my ears. I always have my eyes closed when this happens and I can't seem to open them, I can't really do anything. I also hear someone in my head yelling and see vivid pictures (like a dream) there's also a loud banging inside my head. I feel very scared. The only thing I can't think of is that this is anxiety related or maybe some weird form of sleep paralysis.  
 
Extra Details: I'm 16 and biologically female. I have a bit of anxiety during the day about some situations but never full panic attacks.
I was thinking that it was a seizure because my sister has epilepsy but I don't have any of the after symptoms the nexy morning like nausea, vomitting and a headache.
It happens a few times the same  night when I try to go back to sleep
Definitely not a luciid dream, the actual definition of lucid dreaming is when you can control your dreams.
I told my Mum about it once and she brushed it off as something unimportantant.
thanks, i totally posted here because i wanted you to say ""you should see a doctor"" i could do that myself
It's sleep paralysis",1,1,2
20151103130133AAGScZk,3,34,"2016-09-12 03:20:28",2,"2016-09-12 00:19:47",0,0,20151103130133AAGScZk," Science & Mathematics","
            Which subregion of the U.S. is the largest in land area?
        ",EN,,0,1,0
20151103135839AAVaWqi,1,34,"2016-09-12 03:20:49",1,"2016-09-12 00:20:28",0,0,20151103135839AAVaWqi," Food & Drink","
            Is cereal good for you?
        ",NONE,,0,1,1
20151103142418AAp7PW0,3,34,"2016-09-12 04:41:59",1,"2016-09-12 00:20:50",0,0,20151103142418AAp7PW0," Education & Reference","
            What to expect working as a teacher s assistant in a kindergarten classroom?
        ",CA,"
 I'm working as a high school co-op student, but even though its a kindergarten classroom I'm still nervous. I'm not particularly good with kids, despite being a girl. I'm pretty awkward with them even though I love them. I'm nervous it'll be the same with these kids, and also worried that the teacher won't like me because I'll just stand around not knowing how to interact. What can I expect?",1,1,1
20151103145420AAxWsFq,5,34,"2016-09-12 04:43:01",40,"2016-09-12 01:41:59",0,0,20151103145420AAxWsFq," Sports","
            Is there anyone in history to win a world title in both the UFC and Boxing?
        ",UK,"
Do you think its possible?",0,1,0
20151103150213AA3ihwL,5,34,"2016-09-12 04:43:45",1,"2016-09-12 01:43:02",0,0,20151103150213AA3ihwL," Pregnancy & Parenting","
            Can kids have jobs and chores?
        ",EN,,0,1,0
20151103153208AAgtK9h,NULL,34,"2016-09-12 01:43:45",0,"2016-09-12 01:43:45",0,0,20151103153208AAgtK9h," Games & Recreation","
            I need some help, i ve just won the lottery, what should i do first!?
        ",EN,,1,1,0
